"zpid","price","address","bedrooms","bathrooms","sqft","price_per_sqft","property_type","status","latitude","longitude","state","region","hoa","mls_number","parking_garage","description","days_on_market","year_built","acreage","front_photo","image_path","link","scraped_at"
"444749304","$850,000","1003 N Lamar, Oxford, MS 38655",NA,NA,"10,019",84.84,NA,"For Sale",34.37598,-89.51311,"MS","Oxford",NA,"161678","Carport","Great location just a couple blocks north of the square zoned Traditional Neighborhood Business. This 0.23 acre lot is located around high end residential homes, several offices buildings and close to great restaurants. The development and growth ion this area is robust with more to come. Don't miss your opportunity.",NA,NA,"0.23","","property_images/444749304_img1.jpg","https://www.zillow.com/homedetails/1003-N-Lamar-Oxford-MS-38655/444749304_zpid/",2025-11-21 08:36:42.479022
"449617429","$49,900","Stable Run LOT 50, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.34974,-89.70335,"MS","Oxford",NA,"160422","Carport","Your dream home awaits you at Steeplechase on this gorgeous lot! Be part of the improvements and excitement at this prestigious, gated neighborhood, conveniently located between Oxford and Batesville. Call today for more info!",NA,NA,"1.5","","property_images/449617429_img1.jpg","https://www.zillow.com/homedetails/Stable-Run-LOT-50-Oxford-MS-38655/449617429_zpid/",2025-11-21 08:36:42.479022
"2055568732","$125,000","84 Greenhaven Dr, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.400845,-89.44694,"MS","Oxford",NA,"159431","Carport","Phase IV is the final phase in Woodson Ridge , and offers 2-5 acre lots for new homes among a mature hardwoods. Only minutes to town and in the Oxford City School District,. Hardwoods, scenic panoramic views and abundant wildlife will greet you! Build your custom home on these 2-5 acre estate lots!",NA,NA,"2","","property_images/2055568732_img1.jpg","https://www.zillow.com/homedetails/84-Greenhaven-Dr-Oxford-MS-38655/2055568732_zpid/",2025-11-21 08:36:42.479022
"2052930163","$49,900","345 Winners Cir LOT 19, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.34755,-89.71136,"MS","Oxford",NA,"160417","Carport","Your dream home awaits you at Steeplechase on this beautiful lot! Be part of the improvements and excitement at this prestigious, gated neighborhood, conveniently located between Oxford and Batesville. Call today for more info!",NA,NA,"2","","property_images/2052930163_img1.jpg","https://www.zillow.com/homedetails/345-Winners-Cir-LOT-19-Oxford-MS-38655/2052930163_zpid/",2025-11-21 08:36:42.479022
"2052930406","$49,900","359 Winners Cir LOT 12, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.351173,-89.71176,"MS","Oxford",NA,"160413","Carport","Your dream home awaits you at Steeplechase on this beautiful lot! Be part of the improvements and excitement at this prestigious, gated neighborhood, conveniently located between Oxford and Batesville. Call today for more info!",NA,NA,"2","","property_images/2052930406_img1.jpg","https://www.zillow.com/homedetails/359-Winners-Cir-LOT-12-Oxford-MS-38655/2052930406_zpid/",2025-11-21 08:36:42.479022
"2052930082","$49,900","705 Paddock Cv LOT 67, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.349922,-89.7091,"MS","Oxford",NA,"160409","Carport","Your dream home awaits you at Steeplechase on this beautiful lot! Be part of the improvements and excitement at this prestigious, gated neighborhood, conveniently located between Oxford and Batesville. Call today for more info!",NA,NA,"1.2","","property_images/2052930082_img1.jpg","https://www.zillow.com/homedetails/705-Paddock-Cv-LOT-67-Oxford-MS-38655/2052930082_zpid/",2025-11-21 08:36:42.479022
"448606841","$49,900","337 Winners Cir LOT 23, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.34713,-89.70952,"MS","Oxford",NA,"160418","Carport","Your dream home awaits you at Steeplechase on this gorgeous lot! Be part of the improvements and excitement at this prestigious, gated neighborhood, conveniently located between Oxford and Batesville. Call today for more info!",NA,NA,"1.39","","property_images/448606841_img1.jpg","https://www.zillow.com/homedetails/337-Winners-Cir-LOT-23-Oxford-MS-38655/448606841_zpid/",2025-11-21 08:36:42.479022
"2052930162","$49,900","341 Winners Cir LOT 21, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.347065,-89.71069,"MS","Oxford",NA,"160419","Carport","Your dream home awaits you at Steeplechase on this beautiful lot! Be part of the improvements and excitement at this prestigious, gated neighborhood, conveniently located between Oxford and Batesville. Call today for more info!",NA,NA,"1.4","","property_images/2052930162_img1.jpg","https://www.zillow.com/homedetails/341-Winners-Cir-LOT-21-Oxford-MS-38655/2052930162_zpid/",2025-11-21 08:36:42.479022
"2052930389","$49,900","355 Winners Cir LOT 14, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.35003,-89.711685,"MS","Oxford",NA,"160415","Carport","Your dream home awaits you at Steeplechase on this beautiful lot! Be part of the improvements and excitement at this prestigious, gated neighborhood, conveniently located between Oxford and Batesville. Call today for more info!",NA,NA,"1.5","","property_images/2052930389_img1.jpg","https://www.zillow.com/homedetails/355-Winners-Cir-LOT-14-Oxford-MS-38655/2052930389_zpid/",2025-11-21 08:36:42.479022
"443139974","$35,000","86 Winners Cir, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.35053,-89.70598,"MS","Oxford",NA,"159599","Carport","Beautiful 1.7 Acre treed lot just down from the community lake in the Gated Steeplechase community with its gently rolling hills and large estate lots ~ 3200 square feet minimum ~ Restrictive Covenants and Design Guidelines ~ HOA ~ Utilities are available at the site. Great spot for a custom-build. Pick your builder, and start construction when you're ready. Steeplechase is minutes West of The Square and Ole Miss, located between Oxford and Batesville on the South side of Highway 6. Hurry, this ",NA,NA,"1.73","","property_images/443139974_img1.jpg","https://www.zillow.com/homedetails/86-Winners-Cir-Oxford-MS-38655/443139974_zpid/",2025-11-21 08:38:57.68435
"223982448","$85,000","309 Winners Cir, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.351513,-89.705414,"MS","Oxford",NA,"157779","Carport","super nice lot to build! Once built you will be able to have a view the lake from your back porch. Nice mature trees on the property. Also has a well already on property.",NA,NA,"1.5","","property_images/223982448_img1.jpg","https://www.zillow.com/homedetails/309-Winners-Cir-Oxford-MS-38655/223982448_zpid/",2025-11-21 08:38:57.68435
"446057080","$150,000","2002 Highlands Cir, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.341385,-89.44057,"MS","Oxford",NA,"160577","Carport","Tree shaded lot in the Highlands subdivision. This beautiful 2.27 acre lot has a great flat spot perfect for your dream home. The highlands subdivision has two lakes, a marina with boat launch and dock for fishing, a 1 mile paved walking path within Braemar Park along with a playground, soccer & baseball fields. Underground utilities and access to SPARC fiber internet. Come see this beautiful lot!",NA,NA,"2.27","","property_images/446057080_img1.jpg","https://www.zillow.com/homedetails/2002-Highlands-Cir-Oxford-MS-38655/446057080_zpid/",2025-11-21 08:38:57.68435
"2061380025","$999,800","Highway 9w Cr Cres #369-372, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.261784,-89.52339,"MS","Oxford",NA,"161978","Carport","BEAUTIFUL WOODED LAND, great location to Oxford(6 miles) to Water Valley (12-14 miles) Bruce ( 20-22 miles) I-55 Insterstate (approx 30-40 miles) HOMESITES ALL OVER THE PROPERTY , Approximately 6300 feet of road frontage . Electric and Water at property https://arcg.is/0KnKOD",NA,NA,"99.98","","property_images/2061380025_img1.jpg","https://www.zillow.com/homedetails/Highway-9w-Cr-Cres-369-372-Oxford-MS-38655/2061380025_zpid/",2025-11-21 08:38:57.68435
"453198950","$1,749,000","11 County Road 1057, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.39874,-89.55065,"MS","Oxford",NA,"161713","Carport","Nestled between Tara and Fieldstone Farms, this property offers the best of both worlds—proximity to established neighborhoods without the burden of covenants or HOA restrictions. Located just outside the city limits, it's only minutes from the airport, Ole Miss Golf Course, Lamar Park, the Oxford Square, and the university campus. The land features a mix of towering pines and mature hardwoods, creating a picturesque setting for either a private estate or multiple homes. Two small ponds enhance ",NA,NA,"24.9","","property_images/453198950_img1.jpg","https://www.zillow.com/homedetails/11-County-Road-1057-Oxford-MS-38655/453198950_zpid/",2025-11-21 08:38:57.68435
"2061236709","$185,000","827 McCleary Dr, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.326862,-89.440956,"MS","Oxford",NA,"159804","Carport","Discover the ELEGANT residences at Highlands 12 and build your own on this lot! – where timeless designs blend beauty with seamless functionality. Indulge in the serenity of spacious lots and a limited number of homes, creating an intimate atmosphere for leisurely strolls amid the picturesque Highlands. As an owner, enjoy exclusive access to the 80-acre Private Lake, a haven for boating and fishing. Your ownership extends to Braemar Park, offering amenities and scenic walking trails.",NA,NA,"1.1","","property_images/2061236709_img1.jpg","https://www.zillow.com/homedetails/827-McCleary-Dr-Oxford-MS-38655/2061236709_zpid/",2025-11-21 08:38:57.68435
"2055568722","$119,000","100 Greenhaven Dr, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.400845,-89.44694,"MS","Oxford",NA,"159435","Carport","Phase IV is the final phase in Woodson Ridge , and offers 2-5 acre lots for new homes among a mature hardwoods. Only minutes to town and in the Oxford City School District,. Hardwoods, scenic panoramic views and abundant wildlife will greet you! Build your custom home on these 2-5 acre estate lots!",NA,NA,"2.03","","property_images/2055568722_img1.jpg","https://www.zillow.com/homedetails/100-Greenhaven-Dr-Oxford-MS-38655/2055568722_zpid/",2025-11-21 08:38:57.68435
"2055568721","$125,000","102 Greenhaven Dr, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.400845,-89.44694,"MS","Oxford",NA,"159436","Carport","Phase IV is the final phase in Woodson Ridge , and offers 2-5 acre lots for new homes among a mature hardwoods. Only minutes to town and in the Oxford City School District,. Hardwoods, scenic panoramic views and abundant wildlife will greet you! Build your custom home on these 2-5 acre estate lots!",NA,NA,"2.03","","property_images/2055568721_img1.jpg","https://www.zillow.com/homedetails/102-Greenhaven-Dr-Oxford-MS-38655/2055568721_zpid/",2025-11-21 08:38:57.68435
"2055568727","$119,000","92 Greenhaven Dr, Oxford, MS 38655",NA,NA,NA,NA,NA,"For Sale",34.400845,-89.44694,"MS","Oxford",NA,"159434","Carport","Phase IV is the final phase in Woodson Ridge , and offers 2-5 acre lots for new homes among a mature hardwoods. Only minutes to town and in the Oxford City School District,. Hardwoods, scenic panoramic views and abundant wildlife will greet you! Build your custom home on these 2-5 acre estate lots!",NA,NA,"2.46","","property_images/2055568727_img1.jpg","https://www.zillow.com/homedetails/92-Greenhaven-Dr-Oxford-MS-38655/2055568727_zpid/",2025-11-21 08:38:57.68435
"78040717","$299,900","312 Highway 331, Oxford, MS 38655","3","2","1,684",178.09,"Single Family","For Sale",34.22749,-89.361015,"MS","Oxford",NA,"161498","2","Discover peaceful living in this 3 bedroom, 2 bath home nestled on a spacious 1 acre lot in the desirable Tula community. Surrounded by mature woods along the backyard, this home offers a perfect balance of privacy and nature. Additional features include: one level living for convenience and accessibility, fenced backyard with wooded views, fresh interior paint and a screened in porch for enjoying the outdoors. Don't miss this peaceful, country setting just minutes from Oxford! Set up your showi",NA,"1970","19701","","property_images/78040717_img1.jpg","https://www.zillow.com/homedetails/312-Highway-331-Oxford-MS-38655/78040717_zpid/",2025-11-21 08:41:01.685977
"78037287","$499,000","112 County Road 213, Oxford, MS 38655","4","3","2,314",215.64,"Single Family","For Sale",34.382984,-89.4752,"MS","Oxford",NA,"162162","Carport","Elegant 4-bed, 3-bath ranch-style home nestled on a picturesque 1-acre corner lot in the Oxford School District. Mature trees frame this inviting residence, centered around a spacious living room with a vaulted ceiling, wood-burning fireplace, & wet bar. A formal dining room leads seamlessly into the well-appointed kitchen & large laundry room. The primary suite offers two closets & a private en-suite bath, while each guest bedroom features its own walk-in closet. A sunroom off of the dining roo",NA,"1983","19831","","property_images/78037287_img1.jpg","https://www.zillow.com/homedetails/112-County-Road-213-Oxford-MS-38655/78037287_zpid/",2025-11-21 08:41:01.685977
"78035621","$906,500","303 Woodland Hills Dr, Oxford, MS 38655","4","4","3,369",269.07,"Single Family","For Sale",34.402428,-89.50507,"MS","Oxford",NA,"162133","2","This beautiful 4bed/3.5bath 2-story home features a pool and pool house. A fenced yard, lush landscaping and a pergola that creates a perfect space for entertaining. Inside you'll find custom built-ins in the dining room, living room and office/sitting room off the primary suite. The primary en-suite has a soaking tub, separate vanities and walk-in closet. Upstairs, the spacious bedrooms provide plenty of room for family or guest.",NA,"1995","19952","","property_images/78035621_img1.jpg","https://www.zillow.com/homedetails/303-Woodland-Hills-Dr-Oxford-MS-38655/78035621_zpid/",2025-11-21 08:41:01.685977
"414547874","$599,000","Highway 9w, Oxford, MS 38655","4","4","2,246",266.7,"Single Family","For Sale",34.24666,-89.513725,"MS","Oxford",NA,"162094","2","Another beautiful home by GTV Properties! Great location into town , approx 5 minutes. Surrounded by trees for privacy on 5 acre lot . 3 bedrooms 2.5 baths downstairs and 1 bedroom 1 bath upstairs . Can possibly still choose some of the finishes if you hurry !",NA,"2025","20255.06","","property_images/414547874_img1.jpg","https://www.zillow.com/homedetails/Highway-9w-Oxford-MS-38655/414547874_zpid/",2025-11-21 08:41:01.685977
"78037151","$384,700","33 County Road 224, Oxford, MS 38655","3","2","1,936",198.71,"Single Family","For Sale",34.365986,-89.51882,"MS","Oxford",NA,"161810","2","Check out this one level three bedroom, move in condition home on a large lot in the Oxford School District. This home has no carpet! Hardwood floors throughout and tile in the kitchen. The large master bedroom features a separate tub, walk in shower and his and her closets. The home also provides a formal dining room, eat in kitchen, stainless steal appliances. The family room opens to a covered patio, overlooking a fenced in backyard that features garden shed, and a 2 car garage with extra sto",NA,"1998","19980.66","","property_images/78037151_img1.jpg","https://www.zillow.com/homedetails/33-County-Road-224-Oxford-MS-38655/78037151_zpid/",2025-11-21 08:41:01.685977
"78040292","$315,000","321 Blair Cv, Oxford, MS 38655","3","2","1,610",195.65,"Single Family","For Sale",34.253284,-89.5322,"MS","Oxford",NA,"161926","2","Beautifully updated 3 bed, 2 bath home, plus an office/bonus space on a spacious 0.51-acre lot in Shelbi's Place! This move-in ready gem features fresh paint, new lighting, fans, fixtures, and new tile. Enjoy a luxurious jetted tub in the primary bath or the stand alone shower, plus a brand-new fridge and stove in the kitchen. Recent exterior upgrades include new gutters and French drains. The huge backyard (one of the largest in the neighborhood) offers endless possibilities for entertaining, g",NA,"2003","20030.51","","property_images/78040292_img1.jpg","https://www.zillow.com/homedetails/321-Blair-Cv-Oxford-MS-38655/78040292_zpid/",2025-11-21 08:41:01.685977
"78040720","$449,500","300 Highway 331, Oxford, MS 38655","4","2","2,400",187.29,"Single Family","For Sale",34.22936,-89.36094,"MS","Oxford",NA,"162154","2","WELCOME HOME TO 300 MS-331, SET ON 3.2 PEACEFUL ACRES IN THE HIGHLY SOUGHT-AFTER LAFAYETTE COUNTY. Featuring four bedrooms and two baths, with two bedrooms and one bath downstairs, plus two bedrooms, one bath, and an office space upstairs, this 2,400 square foot country home offers the perfect blend of space, comfort, and privacy. Enjoy the peace of mind of a brand-new roof installed this year, along with two storage sheds, a two-car garage for added convenience, and a Briggs & Stratton generato",NA,"1971","19713.2","","property_images/78040720_img1.jpg","https://www.zillow.com/homedetails/300-Highway-331-Oxford-MS-38655/78040720_zpid/",2025-11-21 08:41:01.685977
"94618813","$220,000","111 W Lafayette St, Pine Village, IN 47975","4","2","1,844",119.31,"Single Family","For Sale",34.365444,-89.5434,"IN","Pine Village",NA,"202539694","Carport","This 4 bedroom, 2 bathroom home blends timeless farmhouse charm with modern updates. Inside, you'll find a fully renovated kitchen, spacious living areas, and a warm inviting layout perfect for family living. The newly installed metal roof adds durability and classic appeal. Outside, enjoy a large yard ideal for entertaining, gardening, or relaxing under the open sky. A carport and enclosed garage offer plenty of parking and storage space. This home is the perfect mix of comfort, character, and ",NA,"1910",NA,"","property_images/94618813_img1.jpg","https://www.zillow.com/homedetails/111-W-Lafayette-St-Pine-Village-IN-47975/94618813_zpid/",2025-11-21 08:41:01.685977
"335633957","$560,000","679 Centerpointe Cv, Oxford, MS 38655","4","3","2,289",244.65,"Single Family","For Sale",34.414803,-89.51344,"MS","Oxford",NA,"162158","2","Welcome to your chance to live in one of Oxford's most sought after neighborhoods! Meticulously maintained by its original owner, this Oakmont gem offers an ideal layout for family living. The main level includes 3 bedrooms and an open concept living area perfect for everyday comfort and entertaining! Set on a corner lot, the home features a fenced in backyard and access to Oakmont's sidewalks and walkable, family friendly streets. Upstairs, a spacious bonus room provides versatile space for wha",NA,"2019","20190.29","","property_images/335633957_img1.jpg","https://www.zillow.com/homedetails/679-Centerpointe-Cv-Oxford-MS-38655/335633957_zpid/",2025-11-21 08:41:01.685977
"78040717","$299,900","312 Highway 331, Oxford, MS 38655","3","2","1,684",178.09,"Single Family","For Sale",34.22749,-89.361015,"MS","Oxford",NA,"161498","2","Discover peaceful living in this 3 bedroom, 2 bath home nestled on a spacious 1 acre lot in the desirable Tula community. Surrounded by mature woods along the backyard, this home offers a perfect balance of privacy and nature. Additional features include: one level living for convenience and accessibility, fenced backyard with wooded views, fresh interior paint and a screened in porch for enjoying the outdoors. Don't miss this peaceful, country setting just minutes from Oxford! Set up your showi",NA,"1970","19701","","property_images/78040717_img1.jpg","https://www.zillow.com/homedetails/312-Highway-331-Oxford-MS-38655/78040717_zpid/",2025-11-21 08:43:03.4257
"78037287","$499,000","112 County Road 213, Oxford, MS 38655","4","3","2,314",215.64,"Single Family","For Sale",34.382984,-89.4752,"MS","Oxford",NA,"162162","Carport","Elegant 4-bed, 3-bath ranch-style home nestled on a picturesque 1-acre corner lot in the Oxford School District. Mature trees frame this inviting residence, centered around a spacious living room with a vaulted ceiling, wood-burning fireplace, & wet bar. A formal dining room leads seamlessly into the well-appointed kitchen & large laundry room. The primary suite offers two closets & a private en-suite bath, while each guest bedroom features its own walk-in closet. A sunroom off of the dining roo",NA,"1983","19831","","property_images/78037287_img1.jpg","https://www.zillow.com/homedetails/112-County-Road-213-Oxford-MS-38655/78037287_zpid/",2025-11-21 08:43:03.4257
"78035621","$906,500","303 Woodland Hills Dr, Oxford, MS 38655","4","4","3,369",269.07,"Single Family","For Sale",34.402428,-89.50507,"MS","Oxford",NA,"162133","2","This beautiful 4bed/3.5bath 2-story home features a pool and pool house. A fenced yard, lush landscaping and a pergola that creates a perfect space for entertaining. Inside you'll find custom built-ins in the dining room, living room and office/sitting room off the primary suite. The primary en-suite has a soaking tub, separate vanities and walk-in closet. Upstairs, the spacious bedrooms provide plenty of room for family or guest.",NA,"1995","19952","","property_images/78035621_img1.jpg","https://www.zillow.com/homedetails/303-Woodland-Hills-Dr-Oxford-MS-38655/78035621_zpid/",2025-11-21 08:43:03.4257
"414547874","$599,000","Highway 9w, Oxford, MS 38655","4","4","2,246",266.7,"Single Family","For Sale",34.24666,-89.513725,"MS","Oxford",NA,"162094","2","Another beautiful home by GTV Properties! Great location into town , approx 5 minutes. Surrounded by trees for privacy on 5 acre lot . 3 bedrooms 2.5 baths downstairs and 1 bedroom 1 bath upstairs . Can possibly still choose some of the finishes if you hurry !",NA,"2025","20255.06","","property_images/414547874_img1.jpg","https://www.zillow.com/homedetails/Highway-9w-Oxford-MS-38655/414547874_zpid/",2025-11-21 08:43:03.4257
"78037151","$384,700","33 County Road 224, Oxford, MS 38655","3","2","1,936",198.71,"Single Family","For Sale",34.365986,-89.51882,"MS","Oxford",NA,"161810","2","Check out this one level three bedroom, move in condition home on a large lot in the Oxford School District. This home has no carpet! Hardwood floors throughout and tile in the kitchen. The large master bedroom features a separate tub, walk in shower and his and her closets. The home also provides a formal dining room, eat in kitchen, stainless steal appliances. The family room opens to a covered patio, overlooking a fenced in backyard that features garden shed, and a 2 car garage with extra sto",NA,"1998","19980.66","","property_images/78037151_img1.jpg","https://www.zillow.com/homedetails/33-County-Road-224-Oxford-MS-38655/78037151_zpid/",2025-11-21 08:43:03.4257
"78040292","$315,000","321 Blair Cv, Oxford, MS 38655","3","2","1,610",195.65,"Single Family","For Sale",34.253284,-89.5322,"MS","Oxford",NA,"161926","2","Beautifully updated 3 bed, 2 bath home, plus an office/bonus space on a spacious 0.51-acre lot in Shelbi's Place! This move-in ready gem features fresh paint, new lighting, fans, fixtures, and new tile. Enjoy a luxurious jetted tub in the primary bath or the stand alone shower, plus a brand-new fridge and stove in the kitchen. Recent exterior upgrades include new gutters and French drains. The huge backyard (one of the largest in the neighborhood) offers endless possibilities for entertaining, g",NA,"2003","20030.51","","property_images/78040292_img1.jpg","https://www.zillow.com/homedetails/321-Blair-Cv-Oxford-MS-38655/78040292_zpid/",2025-11-21 08:43:03.4257
"78040720","$449,500","300 Highway 331, Oxford, MS 38655","4","2","2,400",187.29,"Single Family","For Sale",34.22936,-89.36094,"MS","Oxford",NA,"162154","2","WELCOME HOME TO 300 MS-331, SET ON 3.2 PEACEFUL ACRES IN THE HIGHLY SOUGHT-AFTER LAFAYETTE COUNTY. Featuring four bedrooms and two baths, with two bedrooms and one bath downstairs, plus two bedrooms, one bath, and an office space upstairs, this 2,400 square foot country home offers the perfect blend of space, comfort, and privacy. Enjoy the peace of mind of a brand-new roof installed this year, along with two storage sheds, a two-car garage for added convenience, and a Briggs & Stratton generato",NA,"1971","19713.2","","property_images/78040720_img1.jpg","https://www.zillow.com/homedetails/300-Highway-331-Oxford-MS-38655/78040720_zpid/",2025-11-21 08:43:03.4257
"94618813","$220,000","111 W Lafayette St, Pine Village, IN 47975","4","2","1,844",119.31,"Single Family","For Sale",34.365444,-89.5434,"IN","Pine Village",NA,"202539694","Carport","This 4 bedroom, 2 bathroom home blends timeless farmhouse charm with modern updates. Inside, you'll find a fully renovated kitchen, spacious living areas, and a warm inviting layout perfect for family living. The newly installed metal roof adds durability and classic appeal. Outside, enjoy a large yard ideal for entertaining, gardening, or relaxing under the open sky. A carport and enclosed garage offer plenty of parking and storage space. This home is the perfect mix of comfort, character, and ",NA,"1910",NA,"","property_images/94618813_img1.jpg","https://www.zillow.com/homedetails/111-W-Lafayette-St-Pine-Village-IN-47975/94618813_zpid/",2025-11-21 08:43:03.4257
"335633957","$560,000","679 Centerpointe Cv, Oxford, MS 38655","4","3","2,289",244.65,"Single Family","For Sale",34.414803,-89.51344,"MS","Oxford",NA,"162158","2","Welcome to your chance to live in one of Oxford's most sought after neighborhoods! Meticulously maintained by its original owner, this Oakmont gem offers an ideal layout for family living. The main level includes 3 bedrooms and an open concept living area perfect for everyday comfort and entertaining! Set on a corner lot, the home features a fenced in backyard and access to Oakmont's sidewalks and walkable, family friendly streets. Upstairs, a spacious bonus room provides versatile space for wha",NA,"2019","20190.29","","property_images/335633957_img1.jpg","https://www.zillow.com/homedetails/679-Centerpointe-Cv-Oxford-MS-38655/335633957_zpid/",2025-11-21 08:43:03.4257
"78040717","$299,900","312 Highway 331, Oxford, MS 38655","3","2","1,684",178.09,"Single Family","For Sale",34.22749,-89.361015,"MS","Oxford",NA,"161498","2","Discover peaceful living in this 3 bedroom, 2 bath home nestled on a spacious 1 acre lot in the desirable Tula community. Surrounded by mature woods along the backyard, this home offers a perfect balance of privacy and nature. Additional features include: one level living for convenience and accessibility, fenced backyard with wooded views, fresh interior paint and a screened in porch for enjoying the outdoors. Don't miss this peaceful, country setting just minutes from Oxford! Set up your showi",NA,"1970","19701","","property_images/78040717_img1.jpg","https://www.zillow.com/homedetails/312-Highway-331-Oxford-MS-38655/78040717_zpid/",2025-11-21 08:45:05.308971
"78037287","$499,000","112 County Road 213, Oxford, MS 38655","4","3","2,314",215.64,"Single Family","For Sale",34.382984,-89.4752,"MS","Oxford",NA,"162162","Carport","Elegant 4-bed, 3-bath ranch-style home nestled on a picturesque 1-acre corner lot in the Oxford School District. Mature trees frame this inviting residence, centered around a spacious living room with a vaulted ceiling, wood-burning fireplace, & wet bar. A formal dining room leads seamlessly into the well-appointed kitchen & large laundry room. The primary suite offers two closets & a private en-suite bath, while each guest bedroom features its own walk-in closet. A sunroom off of the dining roo",NA,"1983","19831","","property_images/78037287_img1.jpg","https://www.zillow.com/homedetails/112-County-Road-213-Oxford-MS-38655/78037287_zpid/",2025-11-21 08:45:05.308971
"78035621","$906,500","303 Woodland Hills Dr, Oxford, MS 38655","4","4","3,369",269.07,"Single Family","For Sale",34.402428,-89.50507,"MS","Oxford",NA,"162133","2","This beautiful 4bed/3.5bath 2-story home features a pool and pool house. A fenced yard, lush landscaping and a pergola that creates a perfect space for entertaining. Inside you'll find custom built-ins in the dining room, living room and office/sitting room off the primary suite. The primary en-suite has a soaking tub, separate vanities and walk-in closet. Upstairs, the spacious bedrooms provide plenty of room for family or guest.",NA,"1995","19952","","property_images/78035621_img1.jpg","https://www.zillow.com/homedetails/303-Woodland-Hills-Dr-Oxford-MS-38655/78035621_zpid/",2025-11-21 08:45:05.308971
"414547874","$599,000","Highway 9w, Oxford, MS 38655","4","4","2,246",266.7,"Single Family","For Sale",34.24666,-89.513725,"MS","Oxford",NA,"162094","2","Another beautiful home by GTV Properties! Great location into town , approx 5 minutes. Surrounded by trees for privacy on 5 acre lot . 3 bedrooms 2.5 baths downstairs and 1 bedroom 1 bath upstairs . Can possibly still choose some of the finishes if you hurry !",NA,"2025","20255.06","","property_images/414547874_img1.jpg","https://www.zillow.com/homedetails/Highway-9w-Oxford-MS-38655/414547874_zpid/",2025-11-21 08:45:05.308971
"78037151","$384,700","33 County Road 224, Oxford, MS 38655","3","2","1,936",198.71,"Single Family","For Sale",34.365986,-89.51882,"MS","Oxford",NA,"161810","2","Check out this one level three bedroom, move in condition home on a large lot in the Oxford School District. This home has no carpet! Hardwood floors throughout and tile in the kitchen. The large master bedroom features a separate tub, walk in shower and his and her closets. The home also provides a formal dining room, eat in kitchen, stainless steal appliances. The family room opens to a covered patio, overlooking a fenced in backyard that features garden shed, and a 2 car garage with extra sto",NA,"1998","19980.66","","property_images/78037151_img1.jpg","https://www.zillow.com/homedetails/33-County-Road-224-Oxford-MS-38655/78037151_zpid/",2025-11-21 08:45:05.308971
"78040292","$315,000","321 Blair Cv, Oxford, MS 38655","3","2","1,610",195.65,"Single Family","For Sale",34.253284,-89.5322,"MS","Oxford",NA,"161926","2","Beautifully updated 3 bed, 2 bath home, plus an office/bonus space on a spacious 0.51-acre lot in Shelbi's Place! This move-in ready gem features fresh paint, new lighting, fans, fixtures, and new tile. Enjoy a luxurious jetted tub in the primary bath or the stand alone shower, plus a brand-new fridge and stove in the kitchen. Recent exterior upgrades include new gutters and French drains. The huge backyard (one of the largest in the neighborhood) offers endless possibilities for entertaining, g",NA,"2003","20030.51","","property_images/78040292_img1.jpg","https://www.zillow.com/homedetails/321-Blair-Cv-Oxford-MS-38655/78040292_zpid/",2025-11-21 08:45:05.308971
"78040720","$449,500","300 Highway 331, Oxford, MS 38655","4","2","2,400",187.29,"Single Family","For Sale",34.22936,-89.36094,"MS","Oxford",NA,"162154","2","WELCOME HOME TO 300 MS-331, SET ON 3.2 PEACEFUL ACRES IN THE HIGHLY SOUGHT-AFTER LAFAYETTE COUNTY. Featuring four bedrooms and two baths, with two bedrooms and one bath downstairs, plus two bedrooms, one bath, and an office space upstairs, this 2,400 square foot country home offers the perfect blend of space, comfort, and privacy. Enjoy the peace of mind of a brand-new roof installed this year, along with two storage sheds, a two-car garage for added convenience, and a Briggs & Stratton generato",NA,"1971","19713.2","","property_images/78040720_img1.jpg","https://www.zillow.com/homedetails/300-Highway-331-Oxford-MS-38655/78040720_zpid/",2025-11-21 08:45:05.308971
